savings Acc balance,monthly hou expense,g,s,p,liability ref,Time with bank,bank account,other invest,mean time with employer,v,h,bb,ff,j,z,o,dd,n,w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j,marital status,u,y,l,mean time at add,age,gender,target
7.097548850614793,5.303304908059076,1.0,0.0,0.0,0,2.8903717578961645,1,1,1.252762968495368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.505525936990736,3.2188758248682006,1,1
0.0,5.707110264748875,0.0,0.0,1.0,0,0.0,0,1,0.6070444815065336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.6931471805599453,3.1463051320333655,1,1
7.13966033596492,0.0,1.0,0.0,0.0,1,1.9459101490553132,1,1,2.1832383353614797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.1972245773362196,3.865979066926739,0,1
2.4849066497880004,4.795790545596741,1.0,0.0,0.0,0,0.6931471805599453,1,1,1.4073217283119661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,2.740840023925201,3.3112726741341683,0,1
0.0,4.983606621708336,1.0,0.0,0.0,1,1.3862943611198906,1,1,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.0149030205422647,3.7177098357818132,0,1
0.0,4.61512051684126,1.0,0.0,0.0,0,1.0986122886681098,1,1,0.9162907318741551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.46058440732924394,2.761906873892921,0,1
0.0,0.0,1.0,0.0,0.0,1,2.302585092994046,1,1,1.8188881366163077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.6390573296152584,3.8501476017100584,0,1
0.0,0.0,1.0,0.0,0.0,1,2.8903717578961645,1,1,2.772588722239781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.970414465569701,4.035655565873421,1,1
0.0,0.0,1.0,0.0,0.0,0,1.3862943611198906,1,1,2.0794415416798357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.2512917986064953,4.050392674692918,1,1
9.210440366976517,6.2166061010848646,1.0,0.0,0.0,1,1.9459101490553132,1,1,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.712949807856125,3.7395725684294545,1,1
0.0,5.1298987149230735,1.0,0.0,0.0,1,1.791759469228055,1,1,1.7984040119467235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.7593768282675506,3.3758795736778655,1,1
0.0,0.0,1.0,0.0,0.0,0,2.1972245773362196,1,1,2.192770226986839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,2.378619779270043,3.7376696182833684,1,1
8.517393171418904,0.0,1.0,0.0,0.0,1,2.772588722239781,1,1,2.150016494349439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.150016494349439,3.901972669574645,1,1
8.294299608857235,0.0,1.0,0.0,0.0,1,0.0,0,1,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.8123787564307907,3.6041382256588457,0,1
6.329720905522696,0.0,1.0,0.0,0.0,1,1.791759469228055,1,1,0.34712953109520095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.463853240590168,3.1170645587215158,0,1
3.58351893845611,6.075346031088684,1.0,0.0,0.0,1,2.4849066497880004,1,1,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.9162907318741551,3.326114575537799,1,1
6.570882962339584,6.369900982828227,1.0,0.0,0.0,1,2.5649493574615367,1,1,1.0420419371797154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9497255079603925,3.305053521109253,1,1
6.313548046277095,5.707110264748875,1.0,0.0,0.0,1,1.0986122886681098,1,1,0.4054651081081644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,2.545531271604435,3.1354942159291497,0,1
6.2166061010848646,5.564520407322694,1.0,0.0,0.0,0,1.0986122886681098,1,1,0.22314355131420976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.46058440732924394,3.3232358401924436,1,1
5.707110264748875,3.4339872044851463,1.0,0.0,0.0,1,2.4849066497880004,1,1,2.7353410613381137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.3432470747129353,3.9996675152801924,1,1
5.402677381872279,0.0,1.0,0.0,0.0,1,2.5649493574615367,1,1,1.7047480922384253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.3194422100604686,3.5313480661272005,1,1
7.7336835707759,0.0,1.0,0.0,0.0,0,2.4849066497880004,1,1,1.8460898137731023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.772588722239781,3.3645333972905638,1,1
4.61512051684126,5.484796933490655,1.0,0.0,0.0,0,0.6931471805599453,1,1,0.5596157879354227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.881699287104536,3.3901364343027307,1,1
0.0,4.2626798770413155,1.0,0.0,0.0,1,1.9459101490553132,1,1,2.264363880173848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,2.7023674179667116,3.6783239401744194,1,1
2.772588722239781,0.0,1.0,0.0,0.0,0,3.713572066704308,1,1,3.3843902633457743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,3.367295829986474,4.0328237055738505,1,1
5.652489180268651,0.0,1.0,0.0,0.0,1,2.4849066497880004,1,1,1.2878542883066382,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.0476928433652555,3.9950765605634317,1,1
7.1204443723924875,6.1224928095143865,1.0,0.0,0.0,1,3.1780538303479458,1,1,0.11778303565638346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,1.1118575154181303,3.713572066704308,0,1
5.707110264748875,5.7430031878094825,1.0,0.0,0.0,0,1.3862943611198906,1,1,1.951608170169951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.6974487897568136,3.463232772581608,1,1
0.0,5.37989735354046,1.0,0.0,0.0,0,0.0,0,0,1.5040773967762742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9321640810304452,3.7256934272366524,1,1
0.0,4.61512051684126,1.0,0.0,0.0,0,0.0,0,0,0.15272108701766393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.5098251234324072,3.1747149290824312,1,1
0.0,6.198478716492308,1.0,0.0,0.0,1,0.0,0,1,0.6286086594223741,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.4054651081081644,3.248434627109745,0,1
0.0,5.638354669333745,1.0,0.0,0.0,1,0.0,0,1,1.0116009116784799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.6931471805599453,3.258096538021482,1,1
8.665785595466064,5.993961427306569,1.0,0.0,0.0,1,0.0,0,1,0.03922071315328133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.1118575154181303,3.6222053208459437,1,1
5.303304908059076,5.480638923341991,1.0,0.0,0.0,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.252762968495368,3.5530597309714014,1,1
0.0,0.0,1.0,0.0,0.0,1,0.0,0,1,2.130015827642769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.3862943611198906,3.5336865647082343,1,1
5.707110264748875,5.081404364984463,1.0,0.0,0.0,1,0.0,0,1,0.6070444815065336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,2.5356789751614235,3.1497400860333387,1,1
0.0,0.0,1.0,0.0,0.0,0,0.0,0,1,0.08157998699242285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,3.142858338444285,1,1
0.0,5.771441123130016,1.0,0.0,0.0,1,0.0,0,1,1.791759469228055,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.4054651081081644,3.7916616487569623,1,1
0.0,6.568077911411976,0.0,0.0,1.0,1,0.0,0,0,1.9095425048844386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,1.7047480922384253,3.5601934464858913,1,1
0.0,4.394449154672439,1.0,0.0,0.0,0,2.4849066497880004,1,1,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.3862943611198906,3.7669972333778885,1,1
0.0,5.303304908059076,1.0,0.0,0.0,1,1.6094379124341003,1,1,0.8109302162163288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.583997552432231,4.038655656361512,1,1
6.594413459749778,5.5254529391317835,1.0,0.0,0.0,0,2.302585092994046,1,1,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.8428724269096555,3.4553698605505483,1,1
5.993961427306569,4.394449154672439,1.0,0.0,0.0,1,1.0986122886681098,1,1,0.9162907318741551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.5822156198526637,3.1535903581695712,0,1
0.0,0.0,1.0,0.0,0.0,0,0.6931471805599453,1,1,0.9497255079603925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.6070444815065336,3.01651481273652,0,1
0.0,4.795790545596741,1.0,0.0,0.0,1,0.6931471805599453,1,1,1.665818245870208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.6582280766035324,3.283539338193923,1,1
10.819798284210286,6.255750041753367,1.0,0.0,0.0,1,0.6931471805599453,1,1,0.9321640810304452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.9321640810304452,3.5313480661272005,1,1
6.124683390894205,0.0,1.0,0.0,0.0,0,2.4849066497880004,1,1,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.6931471805599453,3.58351893845611,0,1
9.62304587173984,5.564520407322694,1.0,0.0,0.0,0,1.3862943611198906,1,1,0.22314355131420976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.3184537311185346,3.2386784521643803,1,1
7.991253929840199,4.394449154672439,1.0,0.0,0.0,0,2.0794415416798357,1,1,0.9001613499442714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,2.0149030205422647,2.966303462863179,1,1
6.2166061010848646,6.246106765481563,1.0,0.0,0.0,1,0.6931471805599453,1,1,0.965080896043587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,3.262892710284975,3.5601934464858913,1,1
0.0,6.042632833682381,0.0,0.0,1.0,1,0.0,0,1,0.9497255079603925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.1400661634962708,3.4759955917373415,1,0
0.0,5.6240175061873385,1.0,0.0,0.0,1,0.0,0,1,2.6026896854443837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.6094379124341003,3.5504790843779097,1,0
0.0,6.8885724595653635,1.0,0.0,0.0,1,0.0,0,1,2.6741486494265287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.791759469228055,3.652734007477583,0,0
0.0,5.993961427306569,0.0,0.0,1.0,0,0.0,0,1,2.463853240590168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.4054651081081644,3.7898553714539385,1,0
1.0986122886681098,5.081404364984463,1.0,0.0,0.0,0,0.0,0,0,0.965080896043587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,2.0794415416798357,3.802877558167348,1,0
0.0,5.081404364984463,1.0,0.0,0.0,0,0.6931471805599453,1,1,0.3184537311185346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.8389610707123492,3.028683373693677,1,0
0.0,6.095824562432225,1.0,0.0,0.0,1,0.0,0,1,0.11778303565638346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.0149030205422647,3.528710701961115,1,0
0.0,5.081404364984463,1.0,0.0,0.0,1,0.0,0,1,0.46058440732924394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.46058440732924394,2.9533465570575532,0,0
3.044522437723423,5.198497031265826,1.0,0.0,0.0,0,0.6931471805599453,1,1,1.252762968495368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.7724203614544531,3.075928815548268,1,0
